STRUCTURE,STRUCTURE_ID,freq: Time frequency,unit: Unit of measure,iscedf13: ISCED Fields of education and training (ISCED-F 2013),isced11: International Standard Classification of Education (ISCED 2011),sex: Sex,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2019,7748,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2020,7496,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2021,7196,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2022,6498,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2023,6060,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2013,14619,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2014,16109,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2015,16597,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2016,17907,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2017,18323,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2018,18690,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2019,18338,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2020,17785,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2021,17036,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2022,15745,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED6: Bachelor's or equivalent level,T: Total,IT: Italy,2023,14956,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2013,1634,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2014,1711,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2015,2191,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2016,2534,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2017,2860,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2018,2852,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2019,3149,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2020,3273,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2021,3399,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2022,3246,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,F: Females,IT: Italy,2023,3075,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2013,2454,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2014,2452,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2015,2633,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2016,2877,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2017,2985,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2018,3207,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2019,3672,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2020,3910,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2021,3967,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2022,3870,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,M: Males,IT: Italy,2023,3659,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2013,4088,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2014,4163,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2015,4824,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2016,5411,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2017,5845,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2018,6059,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2019,6821,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2020,7183,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2021,7366,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2022,7116,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED7: Master's or equivalent level,T: Total,IT: Italy,2023,6734,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2019,527,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2020,490,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2021,514,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2022,587,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2023,856,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2019,469,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2020,463,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2021,475,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2022,555,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2023,723,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2019,996,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2020,953,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2021,989,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2022,1142,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F081: Agriculture,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2023,1579,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,F: Females,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,M: Males,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5: Short-cycle tertiary education,T: Total,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2014,291,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2019,392,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2020,421,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2021,433,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2022,376,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2023,382,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2014,547,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2019,624,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2020,631,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2021,673,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2022,585,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2023,586,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2014,838,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2019,1016,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2020,1052,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2021,1106,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2022,961,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2023,968,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2013,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2014,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2015,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F082: Forestry,ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2021,0,,
